nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,biaya_karyawan,jumlah_pelanggan
UD. Jihan Pancasila,Jasa,38.0,92.0,15.657771583237778,16.945396948959434,Tokopedia,874.0,Belum Terdaftar,2005,19.781657299652068,6.774223886357614
UD. Ilmi Bersemi,Perdagangan,4.0,33.0,15.40391153766055,17.393956623352043,Bukalapak,425.0,Terdaftar,2017,18.525040768285617,6.054439346269371
UD. Pandu Gemilang,Perdagangan,51.0,76.0,14.109407776321344,17.393416355512844,Website Sendiri,116.0,Terdaftar,2006,19.758309935715648,4.762173934797756
UD. Livia Buana,Kesehatan,25.0,55.0,13.805589506682455,17.425497523898535,Lazada,266.0,Belum Terdaftar,2024,19.29614948547293,5.58724865840025
UD. Obed Siang Mega,Pendidikan,38.0,50.0,14.414294859888427,17.679862899348816,Shopee,495.0,Terdaftar,2001,19.39145966489847,6.206575926724928
UD. Hana Baswara,Pendidikan,44.0,76.0,15.005887962236674,17.058563857884238,Website Sendiri,625.0,Terdaftar,2006,19.701614592192207,6.439350371100098
UD. Dora Galuh,Jasa,76.0,94.0,15.695485248714709,17.447962163663284,Shopee,239.0,Belum Terdaftar,2013,20.04992128564343,5.480638923341991
UD. Mila Anugerah Zainab,Kesehatan,30.0,84.0,15.997974734587261,15.225433795375928,Tokopedia,541.0,Terdaftar,2007,19.650321297950857,6.295266001439646
UD. Juli Elok,Perdagangan,39.0,24.0,13.805589506682455,17.44717733794267,Website Sendiri,334.0,Belum Terdaftar,2020,19.05725757831492,5.814130531825066
UD. Echa Bahari,Pendidikan,31.0,93.0,14.170612465329452,15.302417380551574,Bukalapak,558.0,Terdaftar,2020,19.734404414925592,6.326149473155099
UD. Lea Trisakti,Kesehatan,3.0,73.0,15.868702704020617,17.0901998637666,Tokopedia,369.0,Belum Terdaftar,2013,19.24485619130468,5.91350300563827
UD. Salwa Ceria,Makanan & Minuman,80.0,70.0,16.068205687231004,15.083520413962985,Lazada,188.0,Terdaftar,2024,19.92475814295086,5.241747015059643
UD. Budi Darma,Jasa,83.0,97.0,13.805589506682455,17.296399847315307,Tokopedia,11.0,Belum Terdaftar,2000,20.107079699374445,2.4849066497880004
UD. Jihan Karya,Kesehatan,45.0,3.0,14.837943499893566,15.033690067461153,Tokopedia,599.0,Belum Terdaftar,2006,18.78532386448472,6.396929655216146
UD. Damar Adikara Dani,Kesehatan,74.0,49.0,15.798082792532233,15.85721453608052,Lazada,410.0,Terdaftar,2013,19.826777734819416,6.018593214496234
UD. Ulfa Gunawan,Kesehatan,41.0,21.0,15.310231429771987,15.033690067461153,Tokopedia,571.0,Terdaftar,2001,19.04125723705382,6.349138991379798
UD. Diyan Asih,Perdagangan,96.0,56.0,13.95743624471182,17.516130225284346,Shopee,731.0,Terdaftar,2015,19.93800336967164,6.595780513961311
UD. Pardi Purnama,Jasa,38.0,92.0,15.490005044823166,17.086276764927675,Shopee,154.0,Terdaftar,2004,19.781657299652068,5.043425116919247
UD. Rian Rejo,Perdagangan,69.0,53.0,15.766611497241657,16.387315210259704,Tokopedia,625.0,Belum Terdaftar,2005,19.71814389409788,6.439350371100098
UD. Jasmin Selaras,Pendidikan,55.0,3.0,15.810113995748447,16.45979903836354,Tokopedia,424.0,Belum Terdaftar,2019,18.974565862925928,6.052089168924417
UD. Ojan Cahaya,Perdagangan,46.0,64.0,14.81479520763498,15.379533025452986,Lazada,65.0,Belum Terdaftar,2019,19.6146032154551,4.189654742026425
UD. Uli Cerah,Pendidikan,37.0,47.0,14.359302956638247,16.168496041826145,Tokopedia,883.0,Terdaftar,2004,19.34493964944395,6.784457062637643
UD. Nindy Ilir,Kesehatan,50.0,22.0,15.43353232349147,16.681346310450966,Website Sendiri,808.0,Belum Terdaftar,2019,18.57768450130904,6.695798917058491
UD. Ovan Utama,Kesehatan,1.0,22.0,15.117215515837737,17.461212798288525,Shopee,813.0,Terdaftar,2018,18.049617077054286,6.70196036600254
UD. Grego Jatinagara,Jasa,53.0,5.0,15.990654020889554,17.53051340549141,Tokopedia,796.0,Belum Terdaftar,2008,18.974565862925928,6.680854678790215
UD. Livia Sanjaya,Fashion,80.0,68.0,15.983248078262978,16.547116856149003,Website Sendiri,326.0,Terdaftar,2016,19.91133512264875,5.7899601708972535
UD. Alvino Asih,Pendidikan,87.0,63.0,16.068205687231004,16.17275427626212,Tokopedia,425.0,Terdaftar,2005,19.92475814295086,6.054439346269371
UD. Ulfa Persada,Pendidikan,29.0,86.0,15.880157827075209,15.18123734929406,Bukalapak,346.0,Terdaftar,2000,19.659054977894186,5.849324779946859
UD. Eddy Sudharmo Pandu,Jasa,87.0,70.0,13.92622959108917,16.57232857377982,Website Sendiri,353.0,Terdaftar,2012,19.970368654103833,5.869296913133774
UD. Isna Sasmita,Perdagangan,3.0,4.0,14.660988191314352,16.735717563166922,Shopee,246.0,Belum Terdaftar,2020,16.860033043306743,5.5093883366279774
UD. Yola Puri,Kesehatan,6.0,32.0,16.068205687231004,16.930917055527864,Shopee,497.0,Terdaftar,2013,18.5517090151307,6.210600077024653
UD. Wulan Wetan Andi,Jasa,78.0,25.0,13.805589506682455,16.522818350215886,Bukalapak,653.0,Belum Terdaftar,2018,19.548851838098265,6.483107351457199
UD. Mira Mayang,Perdagangan,56.0,58.0,15.700173069740746,17.138047775798558,Website Sendiri,334.0,Belum Terdaftar,2020,19.650321297950857,5.814130531825066
UD. Farid Indah,Perdagangan,29.0,84.0,15.000342743817827,16.037870359950794,Website Sendiri,509.0,Belum Terdaftar,2013,19.641510668294575,6.234410725718371
UD. Mirna Harmoni Dina,Fashion,92.0,33.0,15.79027149168554,17.451799007607995,Lazada,894.0,Belum Terdaftar,2013,19.74243658660135,6.796823718274855
UD. Celsi Dewangga,Pendidikan,43.0,25.0,15.729623638871612,15.918517613883068,Tokopedia,824.0,Terdaftar,2007,19.13363055671045,6.715383386334681
UD. Elsa Kencana,Jasa,76.0,73.0,15.147726433861562,17.402695573695027,Website Sendiri,520.0,Belum Terdaftar,2007,19.91806915481498,6.255750041753367
UD. Erni Bratadikara,Pendidikan,28.0,65.0,16.068205687231004,17.679862899348816,Lazada,644.0,Belum Terdaftar,2024,19.44672234336987,6.4692503167957724
UD. Berlian Utama,Perdagangan,89.0,19.0,15.598678895542612,17.679862899348816,Bukalapak,509.0,Belum Terdaftar,2019,19.596254076843024,6.234410725718371
UD. Oki Kusen,Perdagangan,35.0,13.0,14.687932575443787,17.51096308701133,Bukalapak,50.0,Belum Terdaftar,2017,18.78532386448472,3.9318256327243257
UD. Chika Utama,Perdagangan,98.0,70.0,16.068205687231004,17.42933154989038,Bukalapak,501.0,Terdaftar,2012,20.038086828019768,5.978885764901122
UD. Chiko Sidarta,Perdagangan,47.0,73.0,15.320768812808698,17.668165142225458,Lazada,611.0,Terdaftar,2023,19.701614592192207,6.416732282512326
UD. Silvi Cahyaningrat Inten,Jasa,18.0,94.0,15.382585914823078,17.423431633222414,Shopee,435.0,Belum Terdaftar,2023,19.632621720903668,6.077642243349034
UD. Pipit Alam,Perdagangan,50.0,7.0,15.302039318629935,17.675296223534136,Bukalapak,716.0,Belum Terdaftar,2008,19.14822935606056,6.57507584059962
UD. Diva Sahaja,Pendidikan,1.0,57.0,15.721902029479327,15.820690461838273,Lazada,544.0,Belum Terdaftar,2022,18.974565862925928,6.300785794663244
UD. Rafif Wening,Perdagangan,13.0,0.0,15.648583261034789,17.523596187022243,Lazada,278.0,Belum Terdaftar,2001,17.479072229734946,5.631211781821365
UD. Novi Ilir,Jasa,79.0,92.0,13.805589506682455,16.34446495393687,Tokopedia,735.0,Belum Terdaftar,2012,20.055786405084362,6.601230118728877
UD. Aldo Jaya,Makanan & Minuman,99.0,30.0,14.946644569003531,16.283268420904356,Bukalapak,744.0,Terdaftar,2007,19.773935253578035,6.61338421837956
UD. Rafi Suryaputra,Perdagangan,94.0,7.0,14.674890562968589,17.185715462831148,Shopee,326.0,Terdaftar,2006,19.529243366773972,5.7899601708972535
UD. Nindy Sukarela,Jasa,34.0,79.0,15.134932209179704,16.32045036403016,Lazada,337.0,Belum Terdaftar,2013,19.641510668294575,5.823045895483019
UD. Zahra Tunggal,Pendidikan,85.0,82.0,15.614408653129793,17.61525226538379,Shopee,423.0,Terdaftar,2005,20.032116661045148,6.049733455231958
UD. Halim Wiraatmaja,Perdagangan,20.0,89.0,16.068205687231004,16.332145338147004,Shopee,183.0,Terdaftar,2021,19.60547073191963,5.214935757608986
UD. Tegar Kusuma,Kesehatan,91.0,59.0,15.37279564882841,17.618114311084078,Bukalapak,981.0,Belum Terdaftar,2008,19.92475814295086,6.889591308354466
UD. Fikri Resaputra,Kesehatan,16.0,61.0,15.246157154963251,16.27648263069702,Bukalapak,95.0,Terdaftar,2020,19.25792827281507,4.564348191467836
UD. Candra Paseban,Jasa,81.0,9.0,14.070012456415956,17.315843792203793,Tokopedia,308.0,Belum Terdaftar,2023,19.413932520666354,5.733341276897746
UD. Elyas Adyatma,Pendidikan,31.0,17.0,13.962082304380102,17.244359098229598,Shopee,24.0,Belum Terdaftar,2010,18.78532386448472,3.2188758248682006
UD. Zulkarnaen Sumringah,Pendidikan,22.0,65.0,15.457627835508234,17.67151706907883,Shopee,551.0,Belum Terdaftar,2024,19.380030969118383,6.313548046277095
UD. Yasir Satria Jibril,Perdagangan,5.0,92.0,15.791554794515662,17.198091388663542,Lazada,453.0,Belum Terdaftar,2021,19.488833828572194,6.118097198041348
UD. Winda Raharja,Kesehatan,28.0,65.0,13.970106281601986,15.105576743050207,Lazada,929.0,Terdaftar,2012,19.44672234336987,6.835184586147301
UD. Ayesha Sanjaya Muthia,Pendidikan,62.0,51.0,14.744849391897496,17.018410647634912,Lazada,122.0,Terdaftar,2012,19.641510668294575,4.812184355372417
UD. Zidan Nirbayu,Kesehatan,69.0,66.0,15.50481750145254,16.37422196132084,Shopee,648.0,Terdaftar,2021,19.81939762753995,6.47543271670409
UD. Gani Haji,Jasa,96.0,87.0,15.435894938605312,17.480256374482202,Tokopedia,34.0,Terdaftar,2013,20.1236090012953,3.5553480614894135
UD. Nando Jagadmaya,Makanan & Minuman,95.0,8.0,14.032924124224433,17.679862899348816,Website Sendiri,830.0,Belum Terdaftar,2016,19.548851838098265,6.7226297948554485
UD. Zara Resaputra,Kesehatan,80.0,47.0,15.337872218577145,16.497640376408143,Lazada,963.0,Terdaftar,2014,19.758309935715648,6.871091294610546
UD. Yasir Rejo,Jasa,3.0,59.0,13.81084368503357,15.093553005137945,Website Sendiri,523.0,Terdaftar,2008,19.04125723705382,6.261491684321042
UD. Berlian Prana Riko,Perdagangan,57.0,77.0,15.34211497208881,17.580986148681813,Tokopedia,74.0,Belum Terdaftar,2008,19.811962649070857,4.31748811353631
UD. Ujang Pelangi,Jasa,30.0,51.0,15.602194501810823,17.366153510626212,Shopee,861.0,Belum Terdaftar,2019,19.30857200542005,6.759255270663693
UD. Chintya Sudarsana,Makanan & Minuman,21.0,42.0,15.201426097340267,15.033690067461153,Website Sendiri,950.0,Belum Terdaftar,2002,19.05725757831492,6.85751406254539
UD. Elva Kusuma,Jasa,26.0,74.0,15.507154620756598,15.37718955430981,Bukalapak,181.0,Terdaftar,2018,19.519293035953808,5.204006687076795
UD. Fikri Yudhistira,Pendidikan,84.0,49.0,15.90967370311874,17.058563857884238,Shopee,163.0,Belum Terdaftar,2017,19.804471977360404,5.099866427824199
UD. Erlin Bratadikara,Perdagangan,83.0,49.0,14.668452886895839,17.256735890977833,Bukalapak,401.0,Terdaftar,2007,20.04992128564343,5.996452088619021
UD. Eni Tirtaatmaja,Pendidikan,97.0,13.0,15.65025703637608,16.977339176926343,Tokopedia,92.0,Belum Terdaftar,2017,19.6146032154551,4.532599493153256
UD. Delia Gunawan,Pendidikan,86.0,17.0,14.6259237516586,15.443934686089902,Website Sendiri,168.0,Belum Terdaftar,2014,19.548851838098265,5.1298987149230735
UD. Bayu Abdi,Kesehatan,15.0,99.0,15.91008760284011,15.033690067461153,Website Sendiri,344.0,Terdaftar,2010,19.650321297950857,6.218600119691729
UD. Adinda Hilir,Kesehatan,5.0,76.0,13.805589506682455,16.250811611208213,Tokopedia,627.0,Belum Terdaftar,2006,19.30857200542005,6.4425401664681985
UD. Qais Kawiswara Ujang,Perdagangan,79.0,33.0,13.805589506682455,17.41554945406564,Tokopedia,829.0,Terdaftar,2020,19.632621720903668,6.721425700790643
UD. Naufal Gita,Jasa,6.0,82.0,15.31883389272946,15.983728480597438,Shopee,779.0,Belum Terdaftar,2021,19.39145966489847,6.659293919683638
UD. Qanita Utama,Kesehatan,13.0,40.0,14.654049888449906,17.679862899348816,Tokopedia,971.0,Belum Terdaftar,2023,18.884414766473814,6.879355804460439
UD. Tari Hilir,Fashion,2.0,74.0,15.945123333507134,15.033690067461153,Lazada,571.0,Terdaftar,2020,19.24485619130468,6.349138991379798
UD. Lono Mulyo,Jasa,96.0,48.0,14.60479666573162,17.1452677902821,Bukalapak,387.0,Terdaftar,2011,19.883936148523198,5.961005339623274
UD. Vita Harmoni,Kesehatan,48.0,89.0,15.738326505574928,17.676602897983877,Tokopedia,486.0,Terdaftar,2003,19.8341037748936,6.18826412308259
UD. Pasha Sidarta,Pendidikan,35.0,68.0,15.760465536703913,17.306527497759745,Lazada,746.0,Belum Terdaftar,2003,19.548851838098265,6.616065185132817
UD. Zidanar Sahaja,Jasa,28.0,84.0,16.068205687231004,16.579570198272993,Website Sendiri,403.0,Belum Terdaftar,2011,19.632621720903668,6.0014148779611505
UD. Anang Putri,Fashion,3.0,8.0,15.91621346638394,17.42943486578918,Tokopedia,249.0,Terdaftar,2010,17.312018149733785,5.521460917862246
UD. Lando Kencana,Jasa,39.0,47.0,15.23134648816751,17.679862899348816,Bukalapak,55.0,Belum Terdaftar,2007,19.36847014676186,4.02535169073515
UD. Obed Ranggalawe,Pendidikan,40.0,11.0,14.991078640841167,15.744760551269296,Bukalapak,707.0,Terdaftar,2003,18.845948485892656,6.218600119691729
UD. Priska Madusari,Perdagangan,21.0,64.0,16.068205687231004,16.470007228056993,Shopee,94.0,Belum Terdaftar,2009,19.35677410704427,4.553876891600541
UD. Vera Utamaindah,Pendidikan,78.0,13.0,15.338665046568357,15.033690067461153,Website Sendiri,222.0,Belum Terdaftar,2011,19.424982356812237,5.407171771460119
UD. Fikra Bima,Kesehatan,3.0,63.0,14.986936719896462,15.348885018308644,Website Sendiri,244.0,Terdaftar,2000,19.103777593709314,5.501258210544727
UD. Kamil Harapan,Pendidikan,81.0,25.0,14.61848834840749,17.29102016710909,Bukalapak,278.0,Belum Terdaftar,2004,19.577561943889105,5.631211781821365
UD. Jihan Adhi,Jasa,22.0,6.0,16.068205687231004,17.679862899348816,Lazada,444.0,Terdaftar,2000,18.24632736871235,6.09807428216624
UD. Riyan Kusumasari,Kesehatan,3.0,54.0,15.359847871324593,17.51974477206597,Bukalapak,345.0,Terdaftar,2016,18.95717412031489,5.846438775057725
UD. Qisya Jati Adinda,Makanan & Minuman,67.0,58.0,16.06187412751124,16.590024924959536,Tokopedia,92.0,Terdaftar,2013,19.74243658660135,4.532599493153256
UD. Wesly Widuri,Perdagangan,17.0,79.0,15.620321320664823,17.46909915093132,Shopee,993.0,Terdaftar,2001,19.478471041572444,6.901737206656574
UD. Yaniar Putra,Perdagangan,0.0,78.0,15.70081106723378,16.05456451557063,Tokopedia,195.0,Terdaftar,2007,19.27083167759548,5.278114659230517
UD. Wesly Adiwangsa,Perusahaan,31.0,55.0,15.356571123722867,15.890828484216442,unknown,71.0,Terdaftar,2023,19.36847014676186,4.276666119016055
UD. Kevin Sanjaya,Perusahaan,20.0,67.0,13.969001305798594,17.192012160364378,Tokopedia,288.0,Belum Terdaftar,2023,19.380030969118383,5.666426688112432
UD. Dina Baswara,Pendidikan,37.0,29.0,13.805589506682455,15.575379383320083,Website Sendiri,781.0,Terdaftar,2017,19.103777593709314,6.661854740545311
UD. Nibras Prawira,Kesehatan,25.0,22.0,15.239595523580904,17.679862899348816,Shopee,680.0,Terdaftar,2015,18.76427045543464,6.523562306149512
UD. Erlin Kusumasari,Perdagangan,40.0,85.0,15.587284643197162,16.559430479293805,Website Sendiri,401.0,Belum Terdaftar,2018,19.74243658660135,5.996452088619021
UD. Tono Surya Juli,Jasa,48.0,78.0,16.056861637250357,17.27460539512262,Shopee,755.0,Terdaftar,2015,19.509242700133978,6.628041376179533
UD. Barokah Saputranegara,Kesehatan,84.0,16.0,13.960917407395323,15.033690067461153,Lazada,930.0,Terdaftar,2002,19.519293035953808,6.836259277277067
UD. Yuli Permai,Kesehatan,92.0,1.0,15.946194255224095,16.46245009831893,Lazada,831.0,Belum Terdaftar,2003,19.44672234336987,6.723832440821209
UD. Weni Jaladara,Pendidikan,40.0,71.0,14.278230223438598,17.392571326148108,Shopee,224.0,Terdaftar,2001,19.62365305094772,5.41610040220442
UD. Ulfa Bagaskara,Fashion,95.0,69.0,15.465948944990114,15.321578416900186,Bukalapak,404.0,Belum Terdaftar,2000,20.013989276489102,6.003887067106539
UD. Okta Jatiwangi,Fashion,58.0,38.0,15.990663676150726,17.60683472591454,Shopee,741.0,Terdaftar,2022,19.478471041572444,6.60934924316738
UD. Qisha Jati,Perdagangan,12.0,47.0,15.477974223212811,17.359729115649277,Lazada,96.0,Terdaftar,2009,18.99166029618782,4.574710978503383
UD. Eni Hastinapura,Jasa,60.0,4.0,15.949046386337587,17.343290163444024,Lazada,566.0,Terdaftar,2024,19.07300593520039,6.340359303727752
UD. Udin Bratadikara,Pendidikan,50.0,20.0,14.55896056756287,15.086319990755143,Shopee,134.0,Terdaftar,2010,19.162618093443648,4.90527477843843
UD. Widi Kusumah,Perusahaan,34.0,49.0,15.038323467687242,15.90046400613936,Bukalapak,965.0,Belum Terdaftar,2003,19.332963458445047,6.873163834212518
UD. Nina Anindita,Jasa,90.0,19.0,13.805589506682455,17.591032646090504,Shopee,969.0,Belum Terdaftar,2011,19.60547073191963,6.877296071497429
UD. Gilangga Mahendra,Perdagangan,64.0,97.0,15.51860200599787,17.441845288670986,Website Sendiri,254.0,Terdaftar,2016,19.99552721368724,5.541263545158426
UD. Juli Indah,Kesehatan,48.0,70.0,15.835601033698515,17.5018622700284,Website Sendiri,564.0,Terdaftar,2020,19.68480747392291,6.336825731146441
UD. Dani Elok,Perdagangan,48.0,93.0,15.39778917304103,17.306353987265688,Tokopedia,134.0,Terdaftar,2004,19.86288273937462,4.90527477843843
UD. Prananda Panji,Jasa,13.0,93.0,15.466329828445678,17.424348037737737,Bukalapak,761.0,Belum Terdaftar,2001,19.577561943889105,6.635946555686647
UD. Habib Widhi,Kesehatan,36.0,78.0,13.943864194113038,17.626825629891542,Lazada,713.0,Belum Terdaftar,2012,19.650321297950857,6.570882962339584
UD. Vega Pramana,Jasa,29.0,90.0,15.855831521477153,17.26714725114105,Website Sendiri,440.0,Terdaftar,2020,19.693246342545034,6.089044875446846
UD. Kirana Cinta,Jasa,13.0,72.0,14.261160657749455,16.421642017407283,Website Sendiri,493.0,Belum Terdaftar,2012,19.35677410704427,6.202535517187923
UD. Valen Sukma,Perdagangan,74.0,26.0,15.15548188404732,16.383058689531445,Bukalapak,838.0,Terdaftar,2004,19.519293035953808,6.732210706467206
UD. Gani Kusuma,Perusahaan,94.0,1.0,16.068205687231004,17.615456184474933,Shopee,235.0,Belum Terdaftar,2008,19.467999741741696,5.4638318050256105
UD. Shinta Anggara,Perdagangan,91.0,99.0,15.548791683804986,16.900200421739033,Tokopedia,185.0,Terdaftar,2019,20.161146920547257,5.225746673713202
UD. Vito Sukarela,Perdagangan,26.0,90.0,16.068205687231004,16.674688646284608,Website Sendiri,84.0,Terdaftar,2000,19.667713040612313,4.442651256490317
UD. Umar Kusumasari,Jasa,61.0,46.0,15.104210833150665,17.53795766134802,Tokopedia,762.0,Terdaftar,2014,19.586951684209556,6.637258031284457
UD. Yola Sunardi Viera,Jasa,2.0,39.0,15.349503759052936,17.679862899348816,Lazada,529.0,Terdaftar,2014,18.627694921466773,6.272877006546167
UD. Qanita Atma,Kesehatan,69.0,88.0,14.614456358200464,17.155388303426776,Tokopedia,683.0,Terdaftar,2022,19.970368654103833,6.52795791762255
UD. Yora Bintang,Perdagangan,18.0,70.0,14.784096921717875,16.509096859369485,Shopee,514.0,Belum Terdaftar,2004,19.39145966489847,6.244166900663736
UD. Najwa Tejakusuma,Pendidikan,97.0,12.0,14.09761409930506,16.434844802834046,Website Sendiri,61.0,Terdaftar,2008,19.60547073191963,4.127134385045092
UD. Sinta Gatra,Perdagangan,91.0,83.0,15.045088533981595,17.438403109208707,Lazada,90.0,Terdaftar,2002,20.073178147762622,4.51085950651685
UD. Yuli Dewangga,Pendidikan,75.0,21.0,15.853540738773289,15.033690067461153,Tokopedia,479.0,Belum Terdaftar,2003,19.478471041572444,6.173786103901937
UD. Eni Saputrautama,Perdagangan,38.0,17.0,15.903462161133856,16.641470897756047,Shopee,529.0,Belum Terdaftar,2001,18.92145603792546,6.272877006546167
UD. Sinta Adikara,Pendidikan,9.0,74.0,14.129507828341591,15.768121634146734,Shopee,327.0,Belum Terdaftar,2015,19.332963458445047,5.793013608384144
UD. Willy Brawijaya,Kesehatan,46.0,5.0,15.788519898825715,16.263192900454005,Tokopedia,501.0,Terdaftar,2021,18.845948485892656,6.736966958001855
UD. Alma Wacana,Jasa,88.0,67.0,14.211931557808848,16.376960183116022,Tokopedia,663.0,Belum Terdaftar,2002,19.95754796570217,6.498282149476434
UD. Diva Cendana,Perdagangan,22.0,66.0,15.826183845785874,17.50909796226843,Tokopedia,78.0,Terdaftar,2021,19.39145966489847,4.3694478524670215
UD. Ojan Lempung,Perdagangan,58.0,51.0,15.125789590620803,16.60190578033175,Lazada,356.0,Belum Terdaftar,2013,19.60547073191963,5.877735781779639
UD. Jay Sukadarma,Perdagangan,89.0,69.0,14.978136542573301,15.558584907505532,Shopee,953.0,Terdaftar,2012,19.976717881769055,6.860663671448287
UD. Oki Kawiswara,Kesehatan,82.0,78.0,15.409129406168631,17.156218808630697,Website Sendiri,96.0,Terdaftar,2001,19.989296663949546,4.574710978503383
UD. Rizki Jayeng,Pendidikan,19.0,2.0,14.662926982751014,17.512551640195632,Lazada,661.0,Terdaftar,2022,17.958645300228824,6.495265555937008
UD. Ovan Adikara Iman,Kesehatan,44.0,16.0,15.025163798022954,15.8653537328699,Tokopedia,841.0,Belum Terdaftar,2008,19.00846741441004,6.7357800142423265
